NOMREG;NOMDEP;FERME;ANNREOUV;NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée Municipal Bruno Danvin;Hôtel de Ville B.P. 40109;62166;SAINT-POL-SUR-TERNOISE Cedex;Site de la ville www.ville-saintpolsurternoise.fr/;;10-12,14-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée Jean-Charles Cazin;84, Grand' Place Foch;62830;SAMER;site de la ville - www.villesamer.fr;;13-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée du Débarquement;Place du 6 Juin;14117;ARROMANCHES;www.musee-arromanches.fr;01/11-01/04;10-12,14-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée Baron Gérard;Hôtel du Doyen, rue Lambert Leforestier  BP 21215;14400;BAYEUX;Site de la mairie - www.mairie-bayeux.fr;;
NORMANDIE (BASSE);CALVADOS;OUI;;Musée Langlois;Mairie 13, rue du Paradis;14950;BEAUMONT-EN-AUGE;;11/11,01/12-01/04;10-12:30,13:30-18
NORMANDIE (BASSE);CALVADOS;OUI;;Musée de la Société des Antiquaires;;14000;CAEN;;01/01,01/04,25/12;13-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée de Normandie;Le Château;14000;CAEN;www.musee-de-normandie.eu;;10-12,14-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée des Beaux-Arts;Le Château;14000;CAEN;www.mba.caen.fr;;9-12,14-17
NORMANDIE (BASSE);CALVADOS;OUI;;Musée de la Poste et des Techniques de communication;52, Rue Saint-Pierre;14000;CAEN;www.caen.fr/museedelaposte/;01/01,01/04,25/12;sept-18
NORMANDIE (BASSE);CALVADOS;NON;;Mémorial de Caen;Esplanade Dwight Eisenhower B.P. 6261;14066;CAEN Cedex;www.memorial.caen.fr;01/01,01/04,25/12;sept-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée d'Initiation à la Nature;Enceinte de l'Hôtel de ville;14027;CAEN Cedex;http://cpievdo.fr/cpie-presentation-environnement/musee-d-initiation-a-la-nature - site de la région;24/12,25/12,11/11;10-12:30,13:30-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée d'Ethnographie et d'Arts Populaires et Musée de la Marine;Musée du Vieux Honfleur B.P. 60082;14603;HONFLEUR;Site de la ville;01/01,01/04,25/12;10-12,14-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée Eugène Boudin;Place Erik-Satie B.P. 80049;14602;HONFLEUR cedex;www.musees-honfleur.fr - www.ville-honfleur.fr;;10-12,14-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée de la Meunerie - Moulin de Marcy;Moulin de Marcy;14330;LE MOLAY-LITTRY;www.ville-molay-littry.fr;;13-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée de la Mine;Rue de la Fosse Frandemiche;14330;LE MOLAY-LITTRY;www.ville-molay-littry.fr;;13-18
NORMANDIE (BASSE);CALVADOS;OUI;2017;Musée d'Art et d'Histoire de Lisieux;38, Boulevard Pasteur B.P. 26020;14106;LISIEUX Cedex;www.lintercom.fr;;sept-18
NORMANDIE (BASSE);CALVADOS;NON;;Château de Saint-Germain de Livet;Pôle Muséal Lisieux Pays d'Auge 38, Boulevard Louis Pasteur - B.P. 26020;14106;LISIEUX Cedex;www.lintercom.fr;24/12,25/12,11/11;9-12,14-17
NORMANDIE (BASSE);CALVADOS;NON;;Musée Municipal;107, rue Grande;14290;ORBEC;site de la mairie - http://www.mairie-orbec.fr;24/12,25/12;13-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée du Château;Château de Pontécoulant;14110;PONTECOULANT;site du conseil général - www.cg14.fr;;sept-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée des Techniques Fromagères;Rue Saint Benoît;14170;SAINT-PIERRE-SUR-DIVES;;24/12,25/12,11/11;10-12,14-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée de la Bataille de Tilly-Sur-Seulles 1944;Chapelle Notre Dame du Val;14250;TILLY-SUR-SEULLES;museetilly.free.fr ou www.tilly1944.fr;24/12,25/12;
NORMANDIE (BASSE);CALVADOS;NON;;Musée de Trouville - Villa Montebello;64, Rue du Général Leclerc;14360;TROUVILLE-SUR-MER;www.trouville.fr/pages/03maville/culture.html;01/01,01/04,25/12;13-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée et Sites archéologiques de Vieux-la-Romaine;13, Chemin Haussé;14930;VIEUX;Site du conseil général;;10-12:30,13:30-18
NORMANDIE (BASSE);CALVADOS;NON;;Paléospace;Avenue Jean Moulin B.P. 6;14640;VILLERS-SUR-MER;www.paleospace-villers.fr;01/11-01/04;sept-18
NORMANDIE (BASSE);CALVADOS;NON;;Musée Municipal;2, Place Sainte-Anne B.P. 62;14502;VIRE Cedex 02;http://www.cc-vire.fr/web/le_musee.html;01/01,01/04,25/12;10-12,14-18
NORMANDIE (BASSE);MANCHE;NON;;Musée Municipal d'Avranches;Place Jean de Saint Avit;50300;AVRANCHES;;24/12,25/12;13-18
NORMANDIE (BASSE);MANCHE;NON;;Maison de la Pomme et de la Poire;La Logeraie;50720;BARENTON;www.parc-naturel-normandie-maine.fr ou www.musees-basse-normandie.fr;;
NORMANDIE (BASSE);MANCHE;NON;;Musée du Vieux Château;Place de la Mairie;50260;BRICQUEBEC;www.mairie-bricquebec.fr/;;
NORMANDIE (BASSE);MANCHE;OUI;?;Musée de l'Abbaye;Parvis de l'Abbatiale Rue des Sangles;50680;CERISY-LA-FORET;;01/01,01/04,25/12;10-12:30,13:30-18
NORMANDIE (BASSE);MANCHE;NON;;Muséum Emmanuel Liais;Parc Emmanuel Liais 19, ter rue Bonhomme;50100;CHERBOURG-OCTEVILLE;Site de la ville - www.ville-cherbourg.fr;11/11,01/12-01/04;13-18
NORMANDIE (BASSE);MANCHE;NON;;Musée de la Guerre et de la Libération;Fort du Roule Montée des Résistants;50100;CHERBOURG-OCTEVILLE;www.ville-cherbourg.fr;;13-18
NORMANDIE (BASSE);MANCHE;NON;;Musée Thomas Henry;4, Rue Vastel;50100;CHERBOURG-OCTEVILLE;www.ville-cherbourg.fr;;sept-18
NORMANDIE (BASSE);MANCHE;NON;;Musée Quesnel-Morinière;2, Rue Quesnel-Morinière;50200;COUTANCES;www.ville-coutances.fr/musee.php;;
NORMANDIE (BASSE);MANCHE;NON;;Musée Municipal;Hôtel de ville Place Hippolyte Mars B.P. 29;50120;EQUEURDREVILLLE-HAINEVILLE;www.equeurdreville.com;01/01,01/04,25/12;13-18
NORMANDIE (BASSE);MANCHE;NON;;Musée Richard Anacréon;Place de l'Ithsme - La Haute Ville;50400;GRANVILLE;www.ville-granville.fr;11/11,01/12-01/04;10-12:30,13:30-18
NORMANDIE (BASSE);MANCHE;NON;;Musée du Vieux Granville;2, Rue Lecarpentier;50400;GRANVILLE;www.ville-granville.fr (site de la ville);01/11-01/04;13-18
NORMANDIE (BASSE);MANCHE;NON;;Musée Christian Dior;Villa les Rhumbs Route d'Estouteville;50400;GRANVILLE;www.museechristiandior.com;01/11-01/04;10-12,14-18
NORMANDIE (BASSE);MANCHE;NON;;Musée du Bocage Normand, ferme du bois Jugan;Ferme de Boisjugan Boulevard de la Commune;50000;SAINT-LO;www.saint-lo.fr;;
NORMANDIE (BASSE);MANCHE;NON;;Musée des Beaux-Arts;Centre Culturel Jean Lurçat Place du Champ de Mars;50000;SAINT-LO;;24/12,25/12;10-12:30,13:30-18
NORMANDIE (BASSE);MANCHE;NON;;Musée du Granit;Le Bourg;50670;SAINT-MICHEL-DE-MONTJOIE;www.sitesetmusees.cg50.fr;01/11-01/04;sept-18
NORMANDIE (BASSE);MANCHE;NON;;Musée Barbey d'Aurevilly;66, Rue Bottin Desylles;50390;SAINT-SAUVEUR-LE-VICOMTE;http://www.stlo.unicaen.fr/museebarbeydaurevilly;;10-12,14-18
NORMANDIE (BASSE);MANCHE;NON;;Musée Maritime de l'Ile de Tatihou;Ile Tatihou B.P. 3;50550;SAINT-VAAST-LA-HOUGUE;www.tatihou.com;;
NORMANDIE (BASSE);MANCHE;NON;;Musée du Château;Place Charles de Gaulle;50160;TORIGNI-SUR-VIRE;;24/12,25/12;10-12:30,13:30-18
NORMANDIE (BASSE);MANCHE;NON;;Musée Régional du Cidre et du Calvados;Rue du Petit Versailles;50700;VALOGNES;Site de la Mairie : www.mairie-valognes.fr;24/12,25/12,11/11;9-12,14-17
NORMANDIE (BASSE);MANCHE;NON;;Musée de la Poêlerie;Cour du Foyer 25, Rue Général Huard;50800;VILLEDIEU-LES-POELES;www.museesvilledieu.sitew.com;;9-12,14-17
NORMANDIE (BASSE);ORNE;NON;;Musée des Beaux-Arts et de la Dentelle;Cour Carrée de la Dentelle;61000;ALENCON;www.paysdalencontourisme.com/musee-beaux-arts-dentelle-alencon_784_fr.html;;sept-18
NORMANDIE (BASSE);ORNE;NON;;Musée du Château de Flers;Avenue du Château B.P. 229;61104;FLERS cedex;www.flers-agglomeration.fr/57-le-musee-du-chateau.htm;;13-18
NORMANDIE (BASSE);ORNE;NON;;Musée Municipal d'Archéologie;Service Patrimoine 44, Place Fulbert de Beina;61300;L'AIGLE;www.ville-laigle.fr;;sept-18
NORMANDIE (BASSE);ORNE;NON;;Musée Municipal - Musée du Jouet;32, Rue de la Victoire;61600;LA FERTE-MACE;site de la ville;01/01,01/04,25/12;9-12,14-17
NORMANDIE (BASSE);ORNE;NON;;Musée du Percheron;3, Rue du Portail Saint-Denis;61400;MORTAGNE-AU-PERCHE;;24/12,25/12,11/11;sept-18
NORMANDIE (BASSE);ORNE;NON;;Musée Départemental des Arts et Traditions Populaires du Perche;Prieuré de Sainte-Gaubruge;61130;SAINT-CYR LA ROSIERE;www.ecomuseeduperche.free.fr;11/11,01/12-01/04;10-12,14-18
NORMANDIE (BASSE);ORNE;NON;;Musée Départemental d'Art Sacré;Place du Général de Gaulle;61500;SEES;www.cg61.fr/musee-art-religieux-sees.html;;10-12:30,13:30-18
NORMANDIE (HAUTE);EURE;NON;;Musée Municipal;Ancien logis Abbatial Place Guillaume de Volpiano;27300;BERNAY;Site de la ville - www.ville-bernay27.fr;01/11-01/04;
NORMANDIE (HAUTE);EURE;NON;;Musée du Verre et de la Pierre;Route de Sainte-Marguerite B.P. 73;27190;CONCHES-EN-OUCHE;www.musees-haute-normandie.fr ou site de la ville;;13-18
NORMANDIE (HAUTE);EURE;NON;;Musée de l'Ancien Evêché;Direction des affaires culturelles B.P. 186;27001;EVREUX Cedex;www.evreux.fr (site de la ville) ou www.musees-haute-normandie.fr;;9-12,14-17
NORMANDIE (HAUTE);EURE;NON;;Musée Artisanal et Industriel d'Instruments à Vent;2, Rue d'Ivry;27750;LA COUTURE-BOUSSEY;http://www.lacoutureboussey.com/default.asp?file=pg25-1_fr;01/11-01/04;
NORMANDIE (HAUTE);EURE;NON;;Musée Municipal Nicolas Poussin;Rue Sainte-Clotilde;27700;LES ANDELYS;www.ville-andelys.fr/Mus%C3%A9e_Nicolas_Poussin_cms183.aspx;24/12,25/12;sept-18
NORMANDIE (HAUTE);EURE;NON;;Musée Municipal;19, Rue Pierre Mendes France B.P. 621;27400;LOUVIERS Cedex;Site des musées de Haute-Normandie ou site de la ville;24/12,25/12;9-12,14-17
NORMANDIE (HAUTE);EURE;NON;;Musée Alfred Canel;84, Rue de la République;27500;PONT-AUDEMER;www.ville-pont-audemer.fr ou www.musee-haute-normandie.fr;01/01,01/04,25/12;10-12,14-18
NORMANDIE (HAUTE);EURE;NON;;Musée Alphonse-Georges Poulain;12, Rue du Pont;27200;VERNON;site de la ville www.ville-vernon27.fr/musee/;;13-18
NORMANDIE (HAUTE);SEINE-MARITIME;OUI;;Musée Municipal;Hôtel de Ville Place de la Libération;76360;BARENTIN;Site de la ville : www.ville-barentin.fr;;10-12:30,13:30-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Pavillon Flaubert;18, Quai Gustave Flaubert Dieppedalle-Croisset;76380;CANTELEU;www.litterature-lieux.com/fiche-site-80.htm - Site des musées de la région;;sept-18
NORMANDIE (HAUTE);SEINE-MARITIME;OUI;;Maison des Templiers;1, Rue Thomas-Bazin;76490;CAUDEBEC-EN-CAUX;site des musées de la région;11/11,01/12-01/04;10-12:30,13:30-18
NORMANDIE (HAUTE);SEINE-MARITIME;OUI;;Musée de la Marine de Seine;Avenue Winston Churchill B.P. 3;76490;CAUDEBEC-EN-CAUX;www.pnr-seine-normande.com ou site de la région;;10-12,14-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Château-Musée de Dieppe;Rue de Chastes;76200;DIEPPE;www.mairie-dieppe.fr ou www.musees-haute-normandie.fr;;sept-18
NORMANDIE (HAUTE);SEINE-MARITIME;OUI;;Musée d'Elbeuf;La Fabrique des Savoirs - LA CREA 7 cours Gambetta;76500;ELBEUF;www.la-crea.fr ou Site des musées de la région;11/11,01/12-01/04;10-12:30,13:30-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Louis-Philippe du Château d'Eu;Place d'Orléans;76260;EU;www.louis-philippe.eu - www.ville-eu.fr ou site des musées de la région;;10-12,14-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée des Terre-Neuvas & de la Pêche;27, Boulevard Albert 1er;76400;FECAMP;Sites de la ville et des musées de Haute-Normandie;01/11-01/04;sept-18
NORMANDIE (HAUTE);SEINE-MARITIME;OUI;;Musée des Arts & de l'Enfance;21, Rue Alexandre Legros;76400;FECAMP;http://www.fecamp.com;24/12,25/12,11/11;10-12,14-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée du Prieuré;Mairie d'Harfleur 50, Rue de la République  B.P. 97;76700;HARFLEUR;site de la région;;9-12,14-17
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée du Prieuré de Graville;1, Rue Elisée Reclus;76600;LE HAVRE;Site de la ville -  www.ville-lehavre.fr;;9-12,14-17
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Malraux;2, boulevard Clemenceau;76600;LE HAVRE;www.musee-malraux.ville-lehavre.fr;;
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;La Maison de l'Armateur;3, Quai de l'Ile (Quartier Saint-François);76600;LE HAVRE;Site de la ville - www.ville-lehavre.fr;;10-12:30,13:30-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée de l'Hôtel Dubocage de Bléville;1, Rue Jérôme Bellarmarto;76600;LE HAVRE;Site de la ville : www.ville-lehavre.fr;24/12,25/12,11/11;9-12,14-17
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Muséum d'Histoire Naturelle;Place du Vieux Marché;76600;LE HAVRE;www.museum-lehavre.fr ou site de la ville;;
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Départemental Pierre Corneille;502, Rue Pierre Corneille;76650;LE PETIT-COURONNE;www.museepierrecorneille.fr;01/01,01/04,25/12;
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Municipal;Place Félix Faure;76170;LILLEBONNE;site des musées de la région;01/01,01/04,25/12;10-12:30,13:30-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée des Traditions et Arts Normands;Château de Martainville;76116;MARTAINVILLE-EPREVILLE;www.chateaudemartainville.fr;01/11-01/04;10-12,14-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée des Sapeurs-Pompiers de France;Rue Baron Bigot;76710;MONTVILLE;www.musee-sapeurs-pompiers.org - www.mairie-montville.fr;24/12,25/12;13-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Mathon-Durand;Grande rue St-Pierre;76270;NEUFCHATEL-EN-BRAY;site des musées de la région;;10-12,14-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Ecomusée de la Basse-Seine;Maison du Parc Naturel Régional des Boucles de la Seine Normande - Hameau de l'Eglise B.P. 13;76940;NOTRE-DAME-DE-BLIQUETUIT;Site des musées de la région ou www.pnr-seine-normande.com/;;13-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Industriel de la Corderie Vallois;185, Route de Dieppe;76960;NOTRE-DAME-DE-BONDEVILLE;www.corderievallois.fr;;sept-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée des Antiquités de la Seine-Maritime;198, Rue Beauvoisine;76000;ROUEN;www.museedesantiquites.fr;11/11,01/12-01/04;10-12:30,13:30-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée de la Céramique;1, rue Faucon;76000;ROUEN;www.rouen-musees.com;24/12,25/12,11/11;9-12,14-17
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée des Beaux-Arts;1, Place restout;76000;ROUEN;www.rouen-musees.com;;sept-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Flaubert et d'Histoire de la Médecine;Ancien Hôtel-Dieu 51, rue de Lecat;76000;ROUEN;http://www.rouen.fr/medecine ou http://www3.chu-rouen.fr/Internet/connaitreCHU/culture/musee_flaubert;;13-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Le Secq des Tournelles;2, rue Jacques Villon;76000;ROUEN;www.rouen-musees.com;;10-12,14-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée National de l'Education;SCEREN - CNDP 6, Rue de Bihorel;76000;ROUEN;Site des musées de la région ou www.cndp.fr/musee;24/12,25/12;13-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Muséum d'Histoire Naturelle;198, Rue Beauvoisine;76000;ROUEN;Site de la ville;;10-12,14-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée-Maison Natale Pierre Corneille;Bibliothèques de Rouen 3, rue Jacques Villon;76043;ROUEN Cedex 1;Site des musées de la région ou www.rouen.fr/corneille ou www.rouen-histoire.com/Corneille/;;sept-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Association de l'Horlogerie Aliermontaise;B.P. 13 Mairie de Saint-Nicolas d'Aliermont;76510;SAINT-NICOLAS-D'ALIERMONT;www.musee-horlogerie-aliermont.fr;01/11-01/04;10-12:30,13:30-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Victor Hugo;Quai Victor Hugo;76490;VILLEQUIER;www.museevictorhugo.fr;11/11,01/12-01/04;13-18
NORMANDIE (HAUTE);SEINE-MARITIME;NON;;Musée Municipal des Ivoires;Office de Tourisme d'Yvetot et sa Région 8, Place Maréchal Joffre;76190;YVETOT;Site de l'OT - www.tourisme-yvetot.fr;;13-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Musée des Marais Salant;29 bis, Rue Pasteur;44740;BATZ-SUR-MER;www.cap-atlantique.fr/tourisme-loisirs/Musee/;;13-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Musée de la Fève, Crèches et Traditions Populaires;2,  Place Jean Guihard;44130;BLAIN;www.musee-de-blain.fr/accueil2.htm;01/11-01/04;13-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Musée du Pays de Retz;6, Rue des Moines B.P. 14;44580;BOURGNEUF-EN-RETZ;http://museepaysderetz.com/;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;OUI;?;Musée Municipal;Hôtel de ville B.P. 189;44146;CHATEAUBRIANT;;;9-12,14-17
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Musée du Pays de Guérande;Porte Saint-Michel CS 85139;44351;GUERANDE Cedex;site de la ville - www.ville-guerande.fr;11/11,01/12-01/04;10-12:30,13:30-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Musée du Vignoble Nantais;82, Rue Pierre Abélard;44330;LE PALLET;www.vignoble-nantais.eu;24/12,25/12,11/11;9-12,14-17
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Muséum d'Histoire Naturelle de Nantes;12, Rue Voltaire;44000;NANTES;www.museum.nantes.fr;24/12,25/12,11/11;sept-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;OUI;2016;Musée des Beaux-Arts de Nantes;10, Rue Georges Clémenceau;44000;NANTES;www.museedesbeauxarts.nantes.fr;;10-12,14-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Musée du Château des Ducs de Bretagne;4, Place Marc Elder;44000;NANTES;www.château-nantes.fr;11/11,01/12-01/04;10-12,14-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;OUI;2016;Musée  Départemental Dobrée;18, Rue Voltaire B.P. 40 415;44004;NANTES Cedex 1;www.loire-atlantique.fr ou www.cg44.fr ou www.culture.cg44.fr;;9-12,14-17
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Musées du Parc Naturel Régional de Brière;177, Île de Fedrun B.P. 3;44720;SAINT-JOACHIM;www.parc-naturel-briere.fr;;10-12:30,13:30-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Musée du Chaume/Kerhinet - PNR Brière;Village de Kerhinet;44410;SAINT-LYPHARD;www.parc-naturel-briere.fr;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;OUI;;Maison de l'Eclusion /Parc Naturel Régional de Brière;Rozé Place des Eclusiers;44550;SAINT-MALO DE GUERSAC;www.parc-naturel-briere.fr;;10-12,14-18
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NON;;Ecomusée de Saint-Nazaire;Avenue de Saint-Hubert B.P. 173;44613;SAINT-NAZAIRE;www.saint-nazaire-tourisme.com;;sept-18
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;OUI;;Musée Pincé;32 bis rue Lenepveu;49100;ANGERS;Site de la ville;01/01,01/04,25/12;13-18
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée des Beaux-Arts;Direction des musées d'Angers 14, Rue du Musée;49100;ANGERS;www.angers.fr/mba;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée Jean Lurcat et de la Tapisserie Contemporaine;Direction des musées d'Angers 14, Rue du Musée;49100;ANGERS;Site de la ville;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Galerie David d'Angers;Direction des musées d'Angers 14, Rue du Musée;49100;ANGERS;www.angers.fr/mba;;10-12:30,13:30-18
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Muséum des Sciences Naturelles;43, Rue Jules Guitton;49100;ANGERS;www.ville-angers.fr/museum;24/12,25/12,11/11;9-12,14-17
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée d'Art et d'Histoire;Château du Roi René d'Anjou place de l'Europe;49150;BAUGE;www.damm49.fr;24/12,25/12,11/11;10-12:30,13:30-18
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée Joseph Denais;5, Place Notre-Dame;49250;BEAUFORT-EN-VALLEE;www.damm49.fr;24/12,25/12;13-18
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée du Textile;Rue du Docteur Roux;49300;CHOLET;www.museedutextile.com ou www.ville-cholet.fr/musee-textile.php;24/12,25/12,11/11;9-12,14-17
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée d'Art et d'Histoire;27, Avenue de l'Abreuvoir;49300;CHOLET;Site de la ville : www.ville-cholet.fr/musee-art-histoire.php;;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée Jules-Desbois;1, Place Jules-Desbois;49390;PARCAY-LES-PINS;www.musee-julesdesbois.fr ou www.damm49.fr;;13-18
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée de la Vigne et du Vin d'Anjou;Les Celliers de la Coudraye Place des Vignerons;49750;SAINT LAMBERT-DU-LATTAY;www.mvvanjou.com;11/11,01/12-01/04;10-12:30,13:30-18
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;OUI;;Château-Musée;Hôtel de Ville B.P. 300;49408;SAUMUR Cedex;www.chateau-saumur.com;24/12,25/12;13-18
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;NON;;Musée de l'Ardoise;32, Chemin de la Maraîchère;49800;TRELAZE;www.lemuseedelardoise.fr;01/11-01/04;9-12,14-17
PAYS-DE-LA-LOIRE;MAYENNE;NON;;Musée des Tisserands Mayennais;Place Billard de Veaux;53300;AMBRIERES-LES-VALLEES;Site de la ville;01/01,01/04,25/12;13-18
PAYS-DE-LA-LOIRE;MAYENNE;OUI;;Musée d'Art et d'Archéologie Hôtel Fouquet;2, Rue Jean Bourré;53200;CHATEAU-GONTIER;http://patrimoine.chateaugontier.fr/;;
PAYS-DE-LA-LOIRE;MAYENNE;NON;;Musée Communal Robert Tatin;"""La Maison des Champs"" La Frénouse";53230;COSSE-LE-VIVIEN;www.musee-robert-tatin.fr;11/11,01/12-01/04;10-12,14-18
PAYS-DE-LA-LOIRE;MAYENNE;NON;;Musée Municipal;Place de l'Hôtel de Ville;53500;ERNEE;;;9-12,14-17
PAYS-DE-LA-LOIRE;MAYENNE;NON;;Musée Archéologique Départemental de Jublains;13, Rue de la Libération B.P. 1;53160;JUBLAINS;site du conseil général - www.cg53.fr ou lamayenne.fr;;10-12:30,13:30-18
PAYS-DE-LA-LOIRE;MAYENNE;NON;;Musée du Vieux Château;Place de la Trémoille;53000;LAVAL;Site de la mairie - http://musees.laval.fr;;13-18
PAYS-DE-LA-LOIRE;MAYENNE;OUI;;Musée des Sciences - CCSTI;21, Rue du Douanier Rousseau;53000;LAVAL;www.multimedia.com/ccstidelaval;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAYENNE;NON;;Musée du Château;Place Juhel;53100;MAYENNE;www.museeduchateaudemayenne.fr;11/11,01/12-01/04;sept-18
PAYS-DE-LA-LOIRE;MAYENNE;NON;;Musée de l'Ardoise et de la Géologie;"""Longchamp""";53800;RENAZE;http://geocities.com/musardoise;24/12,25/12;10-12:30,13:30-18
PAYS-DE-LA-LOIRE;SARTHE;OUI;;Musée Heurteloup-Chevalier;;72500;CHATEAU-DU-LOIR;;;9-12,14-17
PAYS-DE-LA-LOIRE;SARTHE;NON;;Musée de la Reine Bérengère;Rue de la Reine Bérengère;72000;LE MANS;Site de la ville - www.ville-lemans.fr;;13-18
PAYS-DE-LA-LOIRE;SARTHE;NON;;Musée Vert Véron-de-Forbonnais;204, Avenue Jean-jaurès;72100;LE MANS;site de la ville;;9-12,14-17
PAYS-DE-LA-LOIRE;SARTHE;NON;;Musée de Tessé;2, Avenue de Paderborn;72000;LE MANS;site de la ville - www.ville-lemans.fr;01/01,01/04,25/12;10-12,14-18
PAYS-DE-LA-LOIRE;SARTHE;NON;;Musée Espace Faïence de Malicorne;24, Rue Victor Hugo B.P. 10;72270;MALICORNE-SUR-SARTHE;www.espacefaience.fr;;9-12,14-17
PAYS-DE-LA-LOIRE;SARTHE;NON;;Bibliothèque-musée;Rue Charles-Garnier;72120;SAINT-CALAIS;www.payscalaisien.com/65/fr/pays-calaisien/musee.html;;sept-18
PAYS-DE-LA-LOIRE;VENDEE;NON;;Centre Minier de Faymoreau;"""La Cour""";85240;FAYMOREAU;www.centre-minier-vendee.com;01/11-01/04;9-12,14-17
PAYS-DE-LA-LOIRE;VENDEE;NON;;Musée de Fontenay-le-Comte;Place du 137ème Régiment d'Infanterie;85200;FONTENAY-LE-COMTE;;01/01,01/04,25/12;10-12,14-18
