NOMREG;NOMDEP;VILLE;NOM DU MUSEE;ADR;CP;ANNREOUV;FERME;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;;;;;;;;;;
cx;wx;qs;za;re;ds;df;NON;ds;ez;ds
NORMANDIE (BASSE);CALVADOS;TILLY-SUR-SEULLES;Musee de la Bataille de Tilly-Sur-Seulles 1944;Chapelle Notre Dame du Val;14250;;NON;museetilly.free.fr ou www.tilly1944.fr;24/12,25/12;
NORMANDIE (BASSE);CALVADOS;TROUVILLE-SUR-MER;Musee de Trouville - Villa Montebello;64, Rue du General Leclerc;14360;;NON;www.trouville.fr/pages/03maville/culture.html;01/01,01/04,25/12;
NORMANDIE (BASSE);CALVADOS;VIEUX;Musee et Sites archeologiques de Vieux-la-Romaine;13, Chemin Hausse;14930;;NON;Site du conseil general;;
NORMANDIE (BASSE);CALVADOS;VILLERS-SUR-MER;Paleospace;Avenue Jean Moulin B.P. 6;14640;;NON;www.paleospace-villers.fr;01/11-01/04;
NORMANDIE (BASSE);CALVADOS;VIRE Cedex 02;Musee Municipal;2, Place Sainte-Anne B.P. 62;14502;;NON;http://www.cc-vire.fr/web/le_musee.html;01/01,01/04,25/12;
NORMANDIE (BASSE);MANCHE;AVRANCHES;Musee Municipal d'Avranches;Place Jean de Saint Avit;50300;;NON;;24/12,25/12;
NORMANDIE (BASSE);MANCHE;BARENTON;Maison de la Pomme et de la Poire;La Logeraie;50720;;NON;www.parc-naturel-normandie-maine.fr ou www.musees-basse-normandie.fr;;
NORMANDIE (BASSE);MANCHE;BRICQUEBEC;Musee du Vieux Château;Place de la Mairie;50260;;NON;www.mairie-bricquebec.fr/;;
NORMANDIE (BASSE);MANCHE;CERISY-LA-FORET;Musee de l'Abbaye;Parvis de l'Abbatiale Rue des Sangles;50680;?;OUI;;01/01,01/04,25/12;
NORMANDIE (BASSE);MANCHE;CHERBOURG-OCTEVILLE;Museum Emmanuel Liais;Parc Emmanuel Liais 19, ter rue Bonhomme;50100;;NON;Site de la ville - www.ville-cherbourg.fr;11/11,01/12-01/04;
NORMANDIE (BASSE);MANCHE;CHERBOURG-OCTEVILLE;Musee de la Guerre et de la Liberation;Fort du Roule Montee des Resistants;50100;;NON;www.ville-cherbourg.fr;;
NORMANDIE (BASSE);MANCHE;CHERBOURG-OCTEVILLE;Musee Thomas Henry;4, Rue Vastel;50100;;NON;www.ville-cherbourg.fr;;
NORMANDIE (BASSE);MANCHE;COUTANCES;Musee Quesnel-Moriniere;2, Rue Quesnel-Moriniere;50200;;NON;www.ville-coutances.fr/musee.php;;
NORMANDIE (BASSE);MANCHE;EQUEURDREVILLLE-HAINEVILLE;Musee Municipal;HOtel de ville Place Hippolyte Mars B.P. 29;50120;;NON;www.equeurdreville.com;01/01,01/04,25/12;
NORMANDIE (BASSE);MANCHE;GRANVILLE;Musee Richard Anacreon;Place de l'Ithsme - La Haute Ville;50400;;NON;www.ville-granville.fr;11/11,01/12-01/04;
NORMANDIE (BASSE);MANCHE;GRANVILLE;Musee du Vieux Granville;2, Rue Lecarpentier;50400;;NON;www.ville-granville.fr (site de la ville);01/11-01/04;
NORMANDIE (BASSE);MANCHE;GRANVILLE;Musee Christian Dior;Villa les Rhumbs Route d'Estouteville;50400;;NON;www.museechristiandior.com;01/11-01/04;
NORMANDIE (BASSE);MANCHE;SAINT-LO;Musee du Bocage Normand, ferme du bois Jugan;Ferme de Boisjugan Boulevard de la Commune;50000;;NON;www.saint-lo.fr;;
NORMANDIE (BASSE);MANCHE;SAINT-LO;Musee des Beaux-Arts;Centre Culturel Jean Lurçat Place du Champ de Mars;50000;;NON;;24/12,25/12;
NORMANDIE (BASSE);MANCHE;SAINT-MICHEL-DE-MONTJOIE;Musee du Granit;Le Bourg;50670;;NON;www.sitesetmusees.cg50.fr;01/11-01/04;
NORMANDIE (BASSE);MANCHE;SAINT-SAUVEUR-LE-VICOMTE;Musee Barbey d'Aurevilly;66, Rue Bottin Desylles;50390;;NON;http://www.stlo.unicaen.fr/museebarbeydaurevilly;;
NORMANDIE (BASSE);MANCHE;SAINT-VAAST-LA-HOUGUE;Musee Maritime de l'Ile de Tatihou;Ile Tatihou B.P. 3;50550;;NON;www.tatihou.com;;
NORMANDIE (BASSE);MANCHE;TORIGNI-SUR-VIRE;Musee du Château;Place Charles de Gaulle;50160;;NON;;24/12,25/12;
NORMANDIE (BASSE);MANCHE;VALOGNES;Musee Regional du Cidre et du Calvados;Rue du Petit Versailles;50700;;NON;Site de la Mairie : www.mairie-valognes.fr;24/12,25/12,11/11;
NORMANDIE (BASSE);MANCHE;VILLEDIEU-LES-POELES;Musee de la Poêlerie;Cour du Foyer 25, Rue General Huard;50800;;NON;www.museesvilledieu.sitew.com;;
NORMANDIE (BASSE);ORNE;ALENCON;Musee des Beaux-Arts et de la Dentelle;Cour Carree de la Dentelle;61000;;NON;www.paysdalencontourisme.com/musee-beaux-arts-dentelle-alencon_784_fr.html;;
NORMANDIE (BASSE);ORNE;FLERS cedex;Musee du Château de Flers;Avenue du Château B.P. 229;61104;;NON;www.flers-agglomeration.fr/57-le-musee-du-chateau.htm;;
NORMANDIE (BASSE);ORNE;L'AIGLE;Musee Municipal d'Archeologie;Service Patrimoine 44, Place Fulbert de Beina;61300;;NON;www.ville-laigle.fr;;
NORMANDIE (BASSE);ORNE;LA FERTE-MACE;Musee Municipal - Musee du Jouet;32, Rue de la Victoire;61600;;NON;site de la ville;01/01,01/04,25/12;
NORMANDIE (BASSE);ORNE;MORTAGNE-AU-PERCHE;Musee du Percheron;3, Rue du Portail Saint-Denis;61400;;NON;;24/12,25/12,11/11;
NORMANDIE (BASSE);ORNE;SAINT-CYR LA ROSIERE;Musee Departemental des Arts et Traditions Populaires du Perche;Prieure de Sainte-Gaubruge;61130;;NON;www.ecomuseeduperche.free.fr;11/11,01/12-01/04;
NORMANDIE (BASSE);ORNE;SEES;Musee Departemental d'Art Sacre;Place du General de Gaulle;61500;;NON;www.cg61.fr/musee-art-religieux-sees.html;;
NORMANDIE (HAUTE);EURE;BERNAY;Musee Municipal;Ancien logis Abbatial Place Guillaume de Volpiano;27300;;NON;Site de la ville - www.ville-bernay27.fr;01/11-01/04;
NORMANDIE (HAUTE);EURE;CONCHES-EN-OUCHE;Musee du Verre et de la Pierre;Route de Sainte-Marguerite B.P. 73;27190;;NON;www.musees-haute-normandie.fr ou site de la ville;;
NORMANDIE (HAUTE);EURE;EVREUX Cedex;Musee de l'Ancien Evêche;Direction des affaires culturelles B.P. 186;27001;;NON;www.evreux.fr (site de la ville) ou www.musees-haute-normandie.fr;;
NORMANDIE (HAUTE);EURE;LA COUTURE-BOUSSEY;Musee Artisanal et Industriel d'Instruments a Vent;2, Rue d'Ivry;27750;;NON;http://www.lacoutureboussey.com/default.asp?file=pg25-1_fr;01/11-01/04;
NORMANDIE (HAUTE);EURE;LES ANDELYS;Musee Municipal Nicolas Poussin;Rue Sainte-Clotilde;27700;;NON;www.ville-andelys.fr/Mus%C3%A9e_Nicolas_Poussin_cms183.aspx;24/12,25/12;
NORMANDIE (HAUTE);EURE;LOUVIERS Cedex;Musee Municipal;19, Rue Pierre Mendes France B.P. 621;27400;;NON;Site des musees de Haute-Normandie ou site de la ville;24/12,25/12;
NORMANDIE (HAUTE);EURE;PONT-AUDEMER;Musee Alfred Canel;84, Rue de la Republique;27500;;NON;www.ville-pont-audemer.fr ou www.musee-haute-normandie.fr;01/01,01/04,25/12;
NORMANDIE (HAUTE);EURE;VERNON;Musee Alphonse-Georges Poulain;12, Rue du Pont;27200;;NON;site de la ville www.ville-vernon27.fr/musee/;;
NORMANDIE (HAUTE);SEINE-MARITIME;BARENTIN;Musee Municipal;HOtel de Ville Place de la Liberation;76360;;OUI;Site de la ville : www.ville-barentin.fr;;
NORMANDIE (HAUTE);SEINE-MARITIME;CANTELEU;Pavillon Flaubert;18, Quai Gustave Flaubert Dieppedalle-Croisset;76380;;NON;www.litterature-lieux.com/fiche-site-80.htm - Site des musees de la region;;
NORMANDIE (HAUTE);SEINE-MARITIME;CAUDEBEC-EN-CAUX;Maison des Templiers;1, Rue Thomas-Bazin;76490;;OUI;site des musees de la region;11/11,01/12-01/04;
NORMANDIE (HAUTE);SEINE-MARITIME;CAUDEBEC-EN-CAUX;Musee de la Marine de Seine;Avenue Winston Churchill B.P. 3;76490;;OUI;www.pnr-seine-normande.com ou site de la region;;
NORMANDIE (HAUTE);SEINE-MARITIME;DIEPPE;Château-Musee de Dieppe;Rue de Chastes;76200;;NON;www.mairie-dieppe.fr ou www.musees-haute-normandie.fr;;
NORMANDIE (HAUTE);SEINE-MARITIME;ELBEUF;Musee d'Elbeuf;La Fabrique des Savoirs - LA CREA 7 cours Gambetta;76500;;OUI;www.la-crea.fr ou Site des musees de la region;11/11,01/12-01/04;
NORMANDIE (HAUTE);SEINE-MARITIME;EU;Musee Louis-Philippe du Château d'Eu;Place d'Orleans;76260;;NON;www.louis-philippe.eu - www.ville-eu.fr ou site des musees de la region;;
NORMANDIE (HAUTE);SEINE-MARITIME;FECAMP;Musee des Terre-Neuvas & de la Pêche;27, Boulevard Albert 1er;76400;;NON;Sites de la ville et des musees de Haute-Normandie;01/11-01/04;
NORMANDIE (HAUTE);SEINE-MARITIME;FECAMP;Musee des Arts & de l'Enfance;21, Rue Alexandre Legros;76400;;OUI;http://www.fecamp.com;24/12,25/12,11/11;
NORMANDIE (HAUTE);SEINE-MARITIME;HARFLEUR;Musee du Prieure;Mairie d'Harfleur 50, Rue de la Republique  B.P. 97;76700;;NON;site de la region;;
NORMANDIE (HAUTE);SEINE-MARITIME;LE HAVRE;Musee du Prieure de Graville;1, Rue Elisee Reclus;76600;;NON;Site de la ville -  www.ville-lehavre.fr;;
NORMANDIE (HAUTE);SEINE-MARITIME;LE HAVRE;Musee Malraux;2, boulevard Clemenceau;76600;;NON;www.musee-malraux.ville-lehavre.fr;;
NORMANDIE (HAUTE);SEINE-MARITIME;LE HAVRE;La Maison de l'Armateur;3, Quai de l'Ile (Quartier Saint-François);76600;;NON;Site de la ville - www.ville-lehavre.fr;;
NORMANDIE (HAUTE);SEINE-MARITIME;LE HAVRE;Musee de l'HOtel Dubocage de Bleville;1, Rue JerOme Bellarmarto;76600;;NON;Site de la ville : www.ville-lehavre.fr;24/12,25/12,11/11;
NORMANDIE (HAUTE);SEINE-MARITIME;LE HAVRE;Museum d'Histoire Naturelle;Place du Vieux Marche;76600;;NON;www.museum-lehavre.fr ou site de la ville;;
NORMANDIE (HAUTE);SEINE-MARITIME;LE PETIT-COURONNE;Musee Departemental Pierre Corneille;502, Rue Pierre Corneille;76650;;NON;www.museepierrecorneille.fr;01/01,01/04,25/12;
NORMANDIE (HAUTE);SEINE-MARITIME;LILLEBONNE;Musee Municipal;Place Felix Faure;76170;;NON;site des musees de la region;01/01,01/04,25/12;
NORMANDIE (HAUTE);SEINE-MARITIME;MARTAINVILLE-EPREVILLE;Musee des Traditions et Arts Normands;Château de Martainville;76116;;NON;www.chateaudemartainville.fr;01/11-01/04;
NORMANDIE (HAUTE);SEINE-MARITIME;MONTVILLE;Musee des Sapeurs-Pompiers de France;Rue Baron Bigot;76710;;NON;www.musee-sapeurs-pompiers.org - www.mairie-montville.fr;24/12,25/12;
NORMANDIE (HAUTE);SEINE-MARITIME;NEUFCHATEL-EN-BRAY;Musee Mathon-Durand;Grande rue St-Pierre;76270;;NON;site des musees de la region;;
NORMANDIE (HAUTE);SEINE-MARITIME;NOTRE-DAME-DE-BLIQUETUIT;Ecomusee de la Basse-Seine;Maison du Parc Naturel Regional des Boucles de la Seine Normande - Hameau de l'Eglise B.P. 13;76940;;NON;Site des musees de la region ou www.pnr-seine-normande.com/;;
NORMANDIE (HAUTE);SEINE-MARITIME;NOTRE-DAME-DE-BONDEVILLE;Musee Industriel de la Corderie Vallois;185, Route de Dieppe;76960;;NON;www.corderievallois.fr;;
NORMANDIE (HAUTE);SEINE-MARITIME;ROUEN;Musee des Antiquites de la Seine-Maritime;198, Rue Beauvoisine;76000;;NON;www.museedesantiquites.fr;11/11,01/12-01/04;
NORMANDIE (HAUTE);SEINE-MARITIME;ROUEN;Musee de la Ceramique;1, rue Faucon;76000;;NON;www.rouen-musees.com;24/12,25/12,11/11;
NORMANDIE (HAUTE);SEINE-MARITIME;ROUEN;Musee des Beaux-Arts;1, Place restout;76000;;NON;www.rouen-musees.com;;
NORMANDIE (HAUTE);SEINE-MARITIME;ROUEN;Musee Flaubert et d'Histoire de la Medecine;Ancien HOtel-Dieu 51, rue de Lecat;76000;;NON;http://www.rouen.fr/medecine ou http://www3.chu-rouen.fr/Internet/connaitreCHU/culture/musee_flaubert;;
NORMANDIE (HAUTE);SEINE-MARITIME;ROUEN;Musee Le Secq des Tournelles;2, rue Jacques Villon;76000;;NON;www.rouen-musees.com;;
NORMANDIE (HAUTE);SEINE-MARITIME;ROUEN;Musee National de l'Education;SCEREN - CNDP 6, Rue de Bihorel;76000;;NON;Site des musees de la region ou www.cndp.fr/musee;24/12,25/12;
NORMANDIE (HAUTE);SEINE-MARITIME;ROUEN;Museum d'Histoire Naturelle;198, Rue Beauvoisine;76000;;NON;Site de la ville;;
NORMANDIE (HAUTE);SEINE-MARITIME;ROUEN Cedex 1;Musee-Maison Natale Pierre Corneille;Bibliotheques de Rouen 3, rue Jacques Villon;76043;;NON;Site des musees de la region ou www.rouen.fr/corneille ou www.rouen-histoire.com/Corneille/;;
NORMANDIE (HAUTE);SEINE-MARITIME;SAINT-NICOLAS-D'ALIERMONT;Association de l'Horlogerie Aliermontaise;B.P. 13 Mairie de Saint-Nicolas d'Aliermont;76510;;NON;www.musee-horlogerie-aliermont.fr;01/11-01/04;
NORMANDIE (HAUTE);SEINE-MARITIME;VILLEQUIER;Musee Victor Hugo;Quai Victor Hugo;76490;;NON;www.museevictorhugo.fr;11/11,01/12-01/04;
NORMANDIE (HAUTE);SEINE-MARITIME;YVETOT;Musee Municipal des Ivoires;Office de Tourisme d'Yvetot et sa Region 8, Place Marechal Joffre;76190;;NON;Site de l'OT - www.tourisme-yvetot.fr;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;BATZ-SUR-MER;Musee des Marais Salant;29 bis, Rue Pasteur;44740;;NON;www.cap-atlantique.fr/tourisme-loisirs/Musee/;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;BLAIN;Musee de la Feve, Creches et Traditions Populaires;2,  Place Jean Guihard;44130;;NON;www.musee-de-blain.fr/accueil2.htm;01/11-01/04;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;BOURGNEUF-EN-RETZ;Musee du Pays de Retz;6, Rue des Moines B.P. 14;44580;;NON;http://museepaysderetz.com/;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;CHATEAUBRIANT;Musee Municipal;HOtel de ville B.P. 189;44146;?;OUI;;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;GUERANDE Cedex;Musee du Pays de Guerande;Porte Saint-Michel CS 85139;44351;;NON;site de la ville - www.ville-guerande.fr;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;LE PALLET;Musee du Vignoble Nantais;82, Rue Pierre Abelard;44330;;NON;www.vignoble-nantais.eu;24/12,25/12,11/11;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NANTES;Museum d'Histoire Naturelle de Nantes;12, Rue Voltaire;44000;;NON;www.museum.nantes.fr;24/12,25/12,11/11;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NANTES;Musee des Beaux-Arts de Nantes;10, Rue Georges Clemenceau;44000;2016OUI;OUI;www.museedesbeauxarts.nantes.fr;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NANTES;Musee du Château des Ducs de Bretagne;4, Place Marc Elder;44000;;NON;www.château-nantes.fr;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;NANTES Cedex 1;Musee  Departemental Dobree;18, Rue Voltaire B.P. 40 415;44004;2016OUI;OUI;www.loire-atlantique.fr ou www.cg44.fr ou www.culture.cg44.fr;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;SAINT-JOACHIM;Musees du Parc Naturel Regional de Briere;177, Ile de Fedrun B.P. 3;44720;;NON;www.parc-naturel-briere.fr;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;SAINT-LYPHARD;Musee du Chaume/Kerhinet - PNR Briere;Village de Kerhinet;44410;;NON;www.parc-naturel-briere.fr;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;SAINT-MALO DE GUERSAC;Maison de l'Eclusion /Parc Naturel Regional de Briere;Roze Place des Eclusiers;44550;;OUI;www.parc-naturel-briere.fr;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;SAINT-NAZAIRE;Ecomusee de Saint-Nazaire;Avenue de Saint-Hubert B.P. 173;44613;;NON;www.saint-nazaire-tourisme.com;;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;ANGERS;Musee Pince;32 bis rue Lenepveu;49100;;OUI;Site de la ville;01/01,01/04,25/12;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;ANGERS;Musee des Beaux-Arts;Direction des musees d'Angers 14, Rue du Musee;49100;;NON;www.angers.fr/mba;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;ANGERS;Musee Jean Lurcat et de la Tapisserie Contemporaine;Direction des musees d'Angers 14, Rue du Musee;49100;;NON;Site de la ville;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;ANGERS;Galerie David d'Angers;Direction des musees d'Angers 14, Rue du Musee;49100;;NON;www.angers.fr/mba;;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;ANGERS;Museum des Sciences Naturelles;43, Rue Jules Guitton;49100;;NON;www.ville-angers.fr/museum;24/12,25/12,11/11;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;BAUGE;Musee d'Art et d'Histoire;Château du Roi Rene d'Anjou place de l'Europe;49150;;NON;www.damm49.fr;24/12,25/12,11/11;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;BEAUFORT-EN-VALLEE;Musee Joseph Denais;5, Place Notre-Dame;49250;;NON;www.damm49.fr;24/12,25/12;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;CHOLET;Musee du Textile;Rue du Docteur Roux;49300;;NON;www.museedutextile.com ou www.ville-cholet.fr/musee-textile.php;24/12,25/12,11/11;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;CHOLET;Musee d'Art et d'Histoire;27, Avenue de l'Abreuvoir;49300;;NON;Site de la ville : www.ville-cholet.fr/musee-art-histoire.php;;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;PARCAY-LES-PINS;Musee Jules-Desbois;1, Place Jules-Desbois;49390;;NON;www.musee-julesdesbois.fr ou www.damm49.fr;;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;SAINT LAMBERT-DU-LATTAY;Musee de la Vigne et du Vin d'Anjou;Les Celliers de la Coudraye Place des Vignerons;49750;;NON;www.mvvanjou.com;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;SAUMUR Cedex;Château-Musee;HOtel de Ville B.P. 300;49408;;OUI;www.chateau-saumur.com;24/12,25/12;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;TRELAZE;Musee de l'Ardoise;32, Chemin de la MaraIchere;49800;;NON;www.lemuseedelardoise.fr;01/11-01/04;
PAYS-DE-LA-LOIRE;MAYENNE;AMBRIERES-LES-VALLEES;Musee des Tisserands Mayennais;Place Billard de Veaux;53300;;NON;Site de la ville;01/01,01/04,25/12;
PAYS-DE-LA-LOIRE;MAYENNE;CHATEAU-GONTIER;Musee d'Art et d'Archeologie HOtel Fouquet;2, Rue Jean Bourre;53200;;OUI;http://patrimoine.chateaugontier.fr/;;
PAYS-DE-LA-LOIRE;MAYENNE;COSSE-LE-VIVIEN;Musee Communal Robert Tatin;"""La Maison des Champs"" La Frenouse";53230;;NON;www.musee-robert-tatin.fr;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAYENNE;ERNEE;Musee Municipal;Place de l'HOtel de Ville;53500;;NON;;;
PAYS-DE-LA-LOIRE;MAYENNE;JUBLAINS;Musee Archeologique Departemental de Jublains;13, Rue de la Liberation B.P. 1;53160;;NON;site du conseil general - www.cg53.fr ou lamayenne.fr;;
PAYS-DE-LA-LOIRE;MAYENNE;LAVAL;Musee du Vieux Château;Place de la Tremoille;53000;;NON;Site de la mairie - http://musees.laval.fr;;
PAYS-DE-LA-LOIRE;MAYENNE;LAVAL;Musee des Sciences - CCSTI;21, Rue du Douanier Rousseau;53000;;OUI;www.multimedia.com/ccstidelaval;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAYENNE;MAYENNE;Musee du Château;Place Juhel;53100;;NON;www.museeduchateaudemayenne.fr;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;MAYENNE;RENAZE;Musee de l'Ardoise et de la Geologie;"""Longchamp""";53800;;NON;http://geocities.com/musardoise;24/12,25/12;
PAYS-DE-LA-LOIRE;SARTHE;CHATEAU-DU-LOIR;Musee Heurteloup-Chevalier;;72500;;OUI;;;
PAYS-DE-LA-LOIRE;SARTHE;LE MANS;Musee de la Reine Berengere;Rue de la Reine Berengere;72000;;NON;Site de la ville - www.ville-lemans.fr;;
PAYS-DE-LA-LOIRE;SARTHE;LE MANS;Musee Vert Veron-de-Forbonnais;204, Avenue Jean-jaures;72100;;NON;site de la ville;;
PAYS-DE-LA-LOIRE;SARTHE;LE MANS;Musee de Tesse;2, Avenue de Paderborn;72000;;NON;site de la ville - www.ville-lemans.fr;01/01,01/04,25/12;
PAYS-DE-LA-LOIRE;SARTHE;MALICORNE-SUR-SARTHE;Musee Espace Faïence de Malicorne;24, Rue Victor Hugo B.P. 10;72270;;NON;www.espacefaience.fr;;
PAYS-DE-LA-LOIRE;SARTHE;SAINT-CALAIS;Bibliotheque-musee;Rue Charles-Garnier;72120;;NON;www.payscalaisien.com/65/fr/pays-calaisien/musee.html;;
PAYS-DE-LA-LOIRE;VENDEE;FAYMOREAU;Centre Minier de Faymoreau;"""La Cour""";85240;;NON;www.centre-minier-vendee.com;01/11-01/04;
PAYS-DE-LA-LOIRE;VENDEE;FONTENAY-LE-COMTE;Musee de Fontenay-le-Comte;Place du 137eme Regiment d'Infanterie;85200;;NON;;01/01,01/04,25/12;
PAYS-DE-LA-LOIRE;VENDEE;LA BARRE-DE-MONTS;Ecomusee du Marais Breton Vendeen;Le Daviaud;85550;;NON;www.ecomusee-ledaviaud.com;24/12,25/12;
PAYS-DE-LA-LOIRE;VENDEE;LA GUERINIERE;Musee des Traditions;Place de l'Eglise;85680;;NON;www.ile-noirmoutier.com/html/activites;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;VENDEE;LA ROCHE-SUR-YON;Musee Municipal;Rue Jean Jaures;85000;;OUI;site de la ville;;
PAYS-DE-LA-LOIRE;VENDEE;LA-CHAIZE-LE-VICOMTE;Musee ornithologique Charles-Payraudeau;4, Rue des Noyers;85310;;NON;www.lachaizelevicomte.fr/fr/information/6403/musee-ornithologique-charles-payraudeau;24/12,25/12;
PAYS-DE-LA-LOIRE;VENDEE;LES LUCS-SUR-BOULOGNE;Historial et Memorial de la Vendee;;85170;;NON;www.historial.vendee.fr;11/11,01/12-01/04;
PAYS-DE-LA-LOIRE;VENDEE;LES SABLES D'OLONNE;Musee de l'Abbaye de Sainte-Croix;Rue de Verdun;85100;;NON;www.lessablesdolonne.fr;;
PAYS-DE-LA-LOIRE;VENDEE;MONTAIGU Cedex;Musee du Nord de la Vendee;Place de l'HOtel de ville B.P. 227;85602;;OUI;www.ville-montaigu.fr;;
PAYS-DE-LA-LOIRE;VENDEE;MOUILLERON-EN-PAREDS;Musee Clemenceau et de Lattre-de-Tassigny;1, rue Plante-Choux;85390;;NON;www.musee-deuxvictoires.fr;;
PAYS-DE-LA-LOIRE;VENDEE;NOIRMOUTIER EN L'ILE;Musee de la Construction Navale Artisanale;Rue de l'Ecluse Le Port;85330;;OUI;Site Vendee-Tourisme;;
PAYS-DE-LA-LOIRE;VENDEE;NOIRMOUTIER-EN-L'ILE;Musee du Château;Place d'Armes;85330;;NON;Site de la ville - www.ville-noirmoutier.fr;;
PAYS-DE-LA-LOIRE;VENDEE;SAINT-HILAIRE-DE-RIEZ;Musee La Bourrine du Bois-Juquaud;4, Chemin du Bois Juquaud;85270;;NON;Site de la ville : www.sainthilairederiez.fr;;
PAYS-DE-LA-LOIRE;VENDEE;SOULLANS;Musee Milcendeau Jean-Yole;Le Bois Durand;85300;;NON;www.musee-milcendeau.fr;01/01,01/04,25/12;
PICARDIE;AISNE;BLERANCOURT;Musee Franco-Americain du Château de Blerancourt;Château;2300;;OUI;www.museefrancoamericain.fr;;
PICARDIE;AISNE;CHATEAU-THIERRY;Musee Jean de la Fontaine;12, Rue Jean de la Fontaine;2400;;NON;www.musee-jean-de-la-fontaine.fr ou www.la-fontaine-ch-thierry.net;;
PICARDIE;AISNE;CHAUNY;Musee municipal de Chauny;28, Rue de la Paix;2300;;NON;http://www.ville-chauny.fr/culture/musee_presentation.php;;
PICARDIE;AISNE;GUISE;Familistere de Guise;265, Familistere Aile Droite;2120;;NON;www.familistere.com;11/11,01/12-01/04;
PICARDIE;AISNE;HIRSON;Musee - Centre de Documentation Alfred Desmasures;Impasse du Château;2500;;NON;;01/11-01/04;
PICARDIE;AISNE;LA FERE;Musee Jeanne d'Aboville;5, Rue du General de Gaulle;2800;;NON;http://perso.wanadoo.fr/lafere/musee.htm;;
PICARDIE;AISNE;LAON;Musee Archeologique Municipal;32, Rue Georges Ermant;2000;;NON;www.ville-laon.fr;;
PICARDIE;AISNE;ORIGNY-EN-THIERACHE;Musee Monseigneur Pigneau de Behaine;Rue du Musee;2550;;OUI;;11/11,01/12-01/04;
PICARDIE;AISNE;SAINT-MICHEL-EN-THIERACHE;Musee de la Vie Rurale et Forestiere;Site Abbatial Rue du Chamiteau;2830;;OUI;www.abbaye-saintmichel.com;;
PICARDIE;AISNE;SAINT-QUENTIN;Musee Entomologique;Espace Saint Jacques 14, Rue de la Sellerie;2100;;NON;Site de la ville;01/11-01/04;
PICARDIE;AISNE;SAINT-QUENTIN;Musee Antoine Lecuyer;28, Rue Antoine Lecuyer;2100;;NON;www.museeantoinelecuyer.fr/ ou www.mquentindelatour.com/;;
PICARDIE;AISNE;SOISSONS;Musee Municipal de Soissons;Conservation Abbaye Saint-Jean-des-Vignes 2, rue de la Congregation Logis de l'Abbe;2200;;NON;www.musee-soissons.org;;
PICARDIE;AISNE;TERGNIER;Musee de la Resistance et de la Deportation;Place Carnegie Fargniers;2700;;NON;www.resistance-deportation-picardie.com;;
PICARDIE;AISNE;VERVINS;Musee de La Thierache;3, 5 Rue du Traite de Paix (Place du general de Gaulle);2140;;NON;http://museedelathierache.jimdo.com ou www.evasion-aisne.com;24/12,25/12;
PICARDIE;AISNE;VILLERS COTTERETS;Musee Alexandre Dumas;24, Rue Demoustiers;2600;;NON;Site de la mairie - www.mairie-villerscotterets.fr;;
PICARDIE;OISE;AUNEUIL;Musee de la Ceramique Architecturale;432, Avenue du Marechal Foch;60390;;OUI;www.annuaire-mairie.fr/musee-de-la-ceramique-architecturale.html;;
PICARDIE;OISE;BEAUVAIS cedex;Musee Departemental de l'Oise;1, Rue Cambry B.P. 941;60024;;NON;http://www.oise.fr/culture-et-vie-locale/le-musee-departemental/;24/12,25/12;
